cohort,cohort_label,is_clinical,n_test,prevalence,n_partitions,rule,rule_label,n_perm,permutation_scheme,seed,alpha,method,conclusion,statistic_name,statistic,p_value,p_is_floor,p_value_report,p_floor,runtime_s,detail,p_holm_across_cohorts,p_bh_across_cohorts,flag_raw,flag_holm,flag_bh,multiplicity_applies
german_credit,German Credit,False,200,0.7,2,m50,n >= 50,,,42,0.05,fixed_threshold_005,no_flag,max-min AUROC gap,0.02913943691975729,,False,n/a,,0.0010313999955542386,worst_partition=age_group; threshold=0.05; no p-value: deterministic threshold rule,,,False,False,False,False
german_credit,German Credit,False,200,0.7,2,m50,n >= 50,,,42,0.05,four_fifths,no_flag,min/max AUROC ratio,0.9577677224736048,,False,n/a,,0.14644879999104887,worst_partition=sex; min_auc=0.6350; max_auc=0.6630; gap_needed_to_fire=0.1326; observed_gap=0.0280; impl=fairlearn.metrics.MetricFrame.ratio; no p-value: deterministic screening rule,,,False,False,False,False
german_credit,German Credit,False,200,0.7,2,m50,n >= 50,,,42,0.05,lum2022,no_flag,V_dc (double-corrected variance),-0.0033896687444364445,1.0,False,1,,0.014900200010742992,worst_partition=age_group; naive_var=0.00042455; mean_sampling_var=0.0038142; noise_share=8.984; obs_range=0.0291; range_moment=0.0000; range_shrunk=0.0000; p_holm_cochranQ=1; bootstrap_ci_flag=False,1.0,1.0,False,False,False,True
german_credit,German Credit,False,200,0.7,2,m50,n >= 50,,,42,0.05,lum2022_bootstrapCI,no_flag,V_dc (double-corrected variance),-0.0033896687444364445,,False,n/a,,0.014908800018019974,"parametric bootstrap 2000 draws; flags when the lower bound on V_dc clears zero; one-sided level alpha/P=0.025 (P=2 partitions), so the family-wise level is alpha=0.05, matching the Holm-adjusted z-test and Q; lo=-0.0038116",,,False,False,False,False
german_credit,German Credit,False,200,0.7,2,m50,n >= 50,,,42,0.05,lum2022_cochranQ,no_flag,tau2 (DerSimonian-Laird),0.0,1.0,False,1,,0.014907400007359684,"precision-weighted homogeneity test on the same inputs; our addition, not in Lum et al.",1.0,1.0,False,False,False,True
german_credit,German Credit,False,200,0.7,2,m100,n >= 100,,,42,0.05,fixed_threshold_005,not_evaluable,max-min AUROC gap,,,False,n/a,,0.0010382000473327935,no partition has two admissible levels,,,False,False,False,False
german_credit,German Credit,False,200,0.7,2,m100,n >= 100,,,42,0.05,four_fifths,not_evaluable,min/max AUROC ratio,,,False,n/a,,0.14646160003030673,no partition has two admissible levels,,,False,False,False,False
german_credit,German Credit,False,200,0.7,2,m100,n >= 100,,,42,0.05,lum2022,not_evaluable,V_dc (double-corrected variance),,,False,n/a,,0.014917800028342754,no partition has two admissible levels,,,False,False,False,False
german_credit,German Credit,False,200,0.7,2,m100,n >= 100,,,42,0.05,lum2022_bootstrapCI,not_evaluable,V_dc (double-corrected variance),,,False,n/a,,0.014919500041287392,no partition has two admissible levels,,,False,False,False,False
german_credit,German Credit,False,200,0.7,2,m100,n >= 100,,,42,0.05,lum2022_cochranQ,not_evaluable,V_dc (double-corrected variance),,,False,n/a,,0.014918900036718696,no partition has two admissible levels,,,False,False,False,False
german_credit,German Credit,False,200,0.7,2,ev10,n_pos >= 10 and n_neg >= 10,,,42,0.05,fixed_threshold_005,no_flag,max-min AUROC gap,0.02913943691975729,,False,n/a,,0.0010458000469952822,worst_partition=age_group; threshold=0.05; no p-value: deterministic threshold rule,,,False,False,False,False
german_credit,German Credit,False,200,0.7,2,ev10,n_pos >= 10 and n_neg >= 10,,,42,0.05,four_fifths,no_flag,min/max AUROC ratio,0.9577677224736048,,False,n/a,,0.1709514000103809,worst_partition=sex; min_auc=0.6350; max_auc=0.6630; gap_needed_to_fire=0.1326; observed_gap=0.0280; impl=fairlearn.metrics.MetricFrame.ratio; no p-value: deterministic screening rule,,,False,False,False,False
german_credit,German Credit,False,200,0.7,2,ev10,n_pos >= 10 and n_neg >= 10,,,42,0.05,lum2022,no_flag,V_dc (double-corrected variance),-0.0033896687444364445,1.0,False,1,,0.01595540001289919,worst_partition=age_group; naive_var=0.00042455; mean_sampling_var=0.0038142; noise_share=8.984; obs_range=0.0291; range_moment=0.0000; range_shrunk=0.0000; p_holm_cochranQ=1; bootstrap_ci_flag=False,1.0,1.0,False,False,False,True
german_credit,German Credit,False,200,0.7,2,ev10,n_pos >= 10 and n_neg >= 10,,,42,0.05,lum2022_bootstrapCI,no_flag,V_dc (double-corrected variance),-0.0033896687444364445,,False,n/a,,0.01596440002322197,"parametric bootstrap 2000 draws; flags when the lower bound on V_dc clears zero; one-sided level alpha/P=0.025 (P=2 partitions), so the family-wise level is alpha=0.05, matching the Holm-adjusted z-test and Q; lo=-0.0038116",,,False,False,False,False
german_credit,German Credit,False,200,0.7,2,ev10,n_pos >= 10 and n_neg >= 10,,,42,0.05,lum2022_cochranQ,no_flag,tau2 (DerSimonian-Laird),0.0,1.0,False,1,,0.01596300001256168,"precision-weighted homogeneity test on the same inputs; our addition, not in Lum et al.",1.0,1.0,False,False,False,True
diabetes130,Diabetes 130,True,19890,0.1159376571141277,3,m20,n >= 20,10000.0,independent,42,0.05,diciccio2020,flag,max |T| (studentized),5.882265422596609,0.0038996100389961,False,0.0039,9.999000099990002e-05,53.346705500007374,n_pairs=47; n_pairs_dropped_var_floor=0; p_report=0.0039; p_holm_perm=0.0047; p_holm_asymptotic=1.902e-07,0.027297270272972702,0.011698830116988301,True,True,True,True
diabetes130,Diabetes 130,True,19890,0.1159376571141277,3,m20,n >= 20,10000.0,independent,42,0.05,permutation_null,no_flag,max-min AUROC gap,0.2160485719081064,0.1502849715028497,False,0.1503,9.999000099990002e-05,102.55747439991684,B=10000; scheme=independent; p_report=0.1503; null_p95=0.2630; null_mean=0.1557,0.9017098290170982,0.2818518148185181,False,False,False,True
diabetes130,Diabetes 130,True,19890,0.1159376571141277,3,m30,n >= 30 (published default),10000.0,independent,42,0.05,diciccio2020,flag,max |T| (studentized),5.882265422596609,0.0038996100389961,False,0.0039,9.999000099990002e-05,53.346705500007374,n_pairs=47; n_pairs_dropped_var_floor=0; p_report=0.0039; p_holm_perm=0.0047; p_holm_asymptotic=1.902e-07,0.027297270272972702,0.011698830116988301,True,True,True,True
diabetes130,Diabetes 130,True,19890,0.1159376571141277,3,m30,n >= 30 (published default),10000.0,independent,42,0.05,permutation_null,no_flag,max-min AUROC gap,0.2160485719081064,0.1502849715028497,False,0.1503,9.999000099990002e-05,102.55747439991684,B=10000; scheme=independent; p_report=0.1503; null_p95=0.2630; null_mean=0.1557,0.9017098290170982,0.2818518148185181,False,False,False,True
diabetes130,Diabetes 130,True,19890,0.1159376571141277,3,m50,n >= 50,10000.0,independent,42,0.05,diciccio2020,flag,max |T| (studentized),5.882265422596609,0.0038996100389961,False,0.0039,9.999000099990002e-05,53.346705500007374,n_pairs=47; n_pairs_dropped_var_floor=0; p_report=0.0039; p_holm_perm=0.0047; p_holm_asymptotic=1.902e-07,0.027297270272972702,0.011698830116988301,True,True,True,True
diabetes130,Diabetes 130,True,19890,0.1159376571141277,3,m50,n >= 50,10000.0,independent,42,0.05,permutation_null,no_flag,max-min AUROC gap,0.2160485719081064,0.1502849715028497,False,0.1503,9.999000099990002e-05,102.55747439991684,B=10000; scheme=independent; p_report=0.1503; null_p95=0.2630; null_mean=0.1557,0.9017098290170982,0.2818518148185181,False,False,False,True
diabetes130,Diabetes 130,True,19890,0.1159376571141277,3,m100,n >= 100,10000.0,independent,42,0.05,diciccio2020,flag,max |T| (studentized),5.882265422596609,0.0011998800119988,False,0.0012,9.999000099990002e-05,53.346705500007374,n_pairs=43; n_pairs_dropped_var_floor=0; p_report=0.0012; p_holm_perm=0.0043; p_holm_asymptotic=1.74e-07,0.0071992800719927995,0.0031996800319967996,True,True,True,True
diabetes130,Diabetes 130,True,19890,0.1159376571141277,3,m100,n >= 100,10000.0,independent,42,0.05,permutation_null,no_flag,max-min AUROC gap,0.2160485719081064,0.0514948505149485,False,0.0515,9.999000099990002e-05,102.55747439991684,B=10000; scheme=independent; p_report=0.0515; null_p95=0.2173; null_mean=0.1257,0.2574742525747425,0.0943905609439056,False,False,False,True
diabetes130,Diabetes 130,True,19890,0.1159376571141277,3,ev10,n_pos >= 10 and n_neg >= 10,10000.0,independent,42,0.05,diciccio2020,flag,max |T| (studentized),5.882265422596609,0.0011998800119988,False,0.0012,9.999000099990002e-05,53.346705500007374,n_pairs=43; n_pairs_dropped_var_floor=0; p_report=0.0012; p_holm_perm=0.0043; p_holm_asymptotic=1.74e-07,0.0083991600839916,0.0033746625337466246,True,True,True,True
diabetes130,Diabetes 130,True,19890,0.1159376571141277,3,ev10,n_pos >= 10 and n_neg >= 10,10000.0,independent,42,0.05,permutation_null,no_flag,max-min AUROC gap,0.2160485719081064,0.0514948505149485,False,0.0515,9.999000099990002e-05,102.55747439991684,B=10000; scheme=independent; p_report=0.0515; null_p95=0.2173; null_mean=0.1257,0.308969103089691,0.09953004699530046,False,False,False,True
brfss2024,BRFSS 2024,True,8978,0.2107373579861884,5,m20,n >= 20,10000.0,independent,42,0.05,diciccio2020,flag,max |T| (studentized),7.051599791306185,0.0028997100289971,False,0.0029,9.999000099990002e-05,34.23599909999757,n_pairs=61; n_pairs_dropped_var_floor=0; p_report=0.0029; p_holm_perm=0.0183; p_holm_asymptotic=1.079e-10,0.0231976802319768,0.011698830116988301,True,True,True,True
brfss2024,BRFSS 2024,True,8978,0.2107373579861884,5,m20,n >= 20,10000.0,independent,42,0.05,permutation_null,no_flag,max-min AUROC gap,0.2237319476628514,0.0657934206579342,False,0.0658,9.999000099990002e-05,109.6494771001162,B=10000; scheme=independent; p_report=0.0658; null_p95=0.2331; null_mean=0.1467,0.5263473652634736,0.25497450254974496,False,False,False,True
brfss2024,BRFSS 2024,True,8978,0.2107373579861884,5,m30,n >= 30 (published default),10000.0,independent,42,0.05,diciccio2020,flag,max |T| (studentized),7.051599791306185,0.0028997100289971,False,0.0029,9.999000099990002e-05,34.23599909999757,n_pairs=61; n_pairs_dropped_var_floor=0; p_report=0.0029; p_holm_perm=0.0183; p_holm_asymptotic=1.079e-10,0.0231976802319768,0.011698830116988301,True,True,True,True
brfss2024,BRFSS 2024,True,8978,0.2107373579861884,5,m30,n >= 30 (published default),10000.0,independent,42,0.05,permutation_null,no_flag,max-min AUROC gap,0.2237319476628514,0.0657934206579342,False,0.0658,9.999000099990002e-05,109.6494771001162,B=10000; scheme=independent; p_report=0.0658; null_p95=0.2331; null_mean=0.1467,0.5263473652634736,0.25497450254974496,False,False,False,True
brfss2024,BRFSS 2024,True,8978,0.2107373579861884,5,m50,n >= 50,10000.0,independent,42,0.05,diciccio2020,flag,max |T| (studentized),7.051599791306185,0.0028997100289971,False,0.0029,9.999000099990002e-05,34.23599909999757,n_pairs=61; n_pairs_dropped_var_floor=0; p_report=0.0029; p_holm_perm=0.0183; p_holm_asymptotic=1.079e-10,0.0231976802319768,0.011698830116988301,True,True,True,True
brfss2024,BRFSS 2024,True,8978,0.2107373579861884,5,m50,n >= 50,10000.0,independent,42,0.05,permutation_null,no_flag,max-min AUROC gap,0.2237319476628514,0.0657934206579342,False,0.0658,9.999000099990002e-05,109.6494771001162,B=10000; scheme=independent; p_report=0.0658; null_p95=0.2331; null_mean=0.1467,0.5263473652634736,0.25497450254974496,False,False,False,True
brfss2024,BRFSS 2024,True,8978,0.2107373579861884,5,m100,n >= 100,10000.0,independent,42,0.05,diciccio2020,no_flag,max |T| (studentized),2.9382859634229592,0.2003799620037996,False,0.2004,9.999000099990002e-05,34.23599909999757,n_pairs=48; n_pairs_dropped_var_floor=0; p_report=0.2004; p_holm_perm=0.2688; p_holm_asymptotic=0.1584,0.2003799620037996,0.2003799620037996,False,False,False,True
brfss2024,BRFSS 2024,True,8978,0.2107373579861884,5,m100,n >= 100,10000.0,independent,42,0.05,permutation_null,no_flag,max-min AUROC gap,0.1136802115936942,0.4848515148485151,False,0.4849,9.999000099990002e-05,109.6494771001162,B=10000; scheme=independent; p_report=0.4849; null_p95=0.1925; null_mean=0.1179,0.4848515148485151,0.4848515148485151,False,False,False,True
brfss2024,BRFSS 2024,True,8978,0.2107373579861884,5,ev10,n_pos >= 10 and n_neg >= 10,10000.0,independent,42,0.05,diciccio2020,flag,max |T| (studentized),7.051599791306185,0.0003999600039996,False,0.0004,9.999000099990002e-05,34.23599909999757,n_pairs=57; n_pairs_dropped_var_floor=0; p_report=0.0004; p_holm_perm=0.0171; p_holm_asymptotic=1.008e-10,0.0031996800319968,0.0017998200179982,True,True,True,True
brfss2024,BRFSS 2024,True,8978,0.2107373579861884,5,ev10,n_pos >= 10 and n_neg >= 10,10000.0,independent,42,0.05,permutation_null,no_flag,max-min AUROC gap,0.2237319476628514,0.0552944705529447,False,0.0553,9.999000099990002e-05,109.6494771001162,B=10000; scheme=independent; p_report=0.0553; null_p95=0.2273; null_mean=0.1379,0.308969103089691,0.09953004699530046,False,False,False,True
adult_income,Adult Income,False,9045,0.2478717523493643,3,m20,n >= 20,10000.0,independent,42,0.05,diciccio2020,flag,max |T| (studentized),8.706591908744587,0.0051994800519948,False,0.0052,9.999000099990002e-05,25.75079099999857,n_pairs=12; n_pairs_dropped_var_floor=0; p_report=0.0052; p_holm_perm=0.0012; p_holm_asymptotic=3.758e-17,0.0311968803119688,0.011698830116988301,True,True,True,True
adult_income,Adult Income,False,9045,0.2478717523493643,3,m20,n >= 20,10000.0,independent,42,0.05,permutation_null,no_flag,max-min AUROC gap,0.080809796535603,0.3358664133586641,False,0.3359,9.999000099990002e-05,44.37171169999056,B=10000; scheme=independent; p_report=0.3359; null_p95=0.1380; null_mean=0.0719,1.0,0.43182824574685386,False,False,False,True
adult_income,Adult Income,False,9045,0.2478717523493643,3,m30,n >= 30 (published default),10000.0,independent,42,0.05,diciccio2020,flag,max |T| (studentized),8.706591908744587,0.0051994800519948,False,0.0052,9.999000099990002e-05,25.75079099999857,n_pairs=12; n_pairs_dropped_var_floor=0; p_report=0.0052; p_holm_perm=0.0012; p_holm_asymptotic=3.758e-17,0.0311968803119688,0.011698830116988301,True,True,True,True
adult_income,Adult Income,False,9045,0.2478717523493643,3,m30,n >= 30 (published default),10000.0,independent,42,0.05,permutation_null,no_flag,max-min AUROC gap,0.080809796535603,0.3358664133586641,False,0.3359,9.999000099990002e-05,44.37171169999056,B=10000; scheme=independent; p_report=0.3359; null_p95=0.1380; null_mean=0.0719,1.0,0.43182824574685386,False,False,False,True
adult_income,Adult Income,False,9045,0.2478717523493643,3,m50,n >= 50,10000.0,independent,42,0.05,diciccio2020,flag,max |T| (studentized),8.706591908744587,0.0051994800519948,False,0.0052,9.999000099990002e-05,25.75079099999857,n_pairs=12; n_pairs_dropped_var_floor=0; p_report=0.0052; p_holm_perm=0.0012; p_holm_asymptotic=3.758e-17,0.0311968803119688,0.011698830116988301,True,True,True,True
adult_income,Adult Income,False,9045,0.2478717523493643,3,m50,n >= 50,10000.0,independent,42,0.05,permutation_null,no_flag,max-min AUROC gap,0.080809796535603,0.3358664133586641,False,0.3359,9.999000099990002e-05,44.37171169999056,B=10000; scheme=independent; p_report=0.3359; null_p95=0.1380; null_mean=0.0719,0.9293070692930707,0.37784971502849707,False,False,False,True
adult_income,Adult Income,False,9045,0.2478717523493643,3,m100,n >= 100,10000.0,independent,42,0.05,diciccio2020,flag,max |T| (studentized),8.706591908744587,9.999000099990002e-05,True,<= 1.00e-04,9.999000099990002e-05,25.75079099999857,n_pairs=5; n_pairs_dropped_var_floor=0; p_report=<= 1.00e-04; p_holm_perm=0.0005; p_holm_asymptotic=1.566e-17,0.0007999200079992001,0.00039996000399960006,True,True,True,True
adult_income,Adult Income,False,9045,0.2478717523493643,3,m100,n >= 100,10000.0,independent,42,0.05,permutation_null,flag,max-min AUROC gap,0.0672677724969116,0.007999200079992,False,0.0080,9.999000099990002e-05,44.37171169999056,B=10000; scheme=independent; p_report=0.0080; null_p95=0.0504; null_mean=0.0246,0.05599440055994401,0.031996800319968,True,False,True,True
adult_income,Adult Income,False,9045,0.2478717523493643,3,ev10,n_pos >= 10 and n_neg >= 10,10000.0,independent,42,0.05,diciccio2020,flag,max |T| (studentized),8.706591908744587,0.0014998500149985,False,0.0015,9.999000099990002e-05,25.75079099999857,n_pairs=8; n_pairs_dropped_var_floor=0; p_report=0.0015; p_holm_perm=0.0007999; p_holm_asymptotic=2.505e-17,0.008999100089991,0.0033746625337466246,True,True,True,True
adult_income,Adult Income,False,9045,0.2478717523493643,3,ev10,n_pos >= 10 and n_neg >= 10,10000.0,independent,42,0.05,permutation_null,no_flag,max-min AUROC gap,0.080809796535603,0.1173882611738826,False,0.1174,9.999000099990002e-05,44.37171169999056,B=10000; scheme=independent; p_report=0.1174; null_p95=0.0994; null_mean=0.0488,0.4695530446955304,0.1760823917608239,False,False,False,True
nhis2023,NHIS 2023,True,5423,0.1117462659044809,4,m20,n >= 20,10000.0,independent,42,0.05,diciccio2020,no_flag,max |T| (studentized),4.21815401486509,0.2028797120287971,False,0.2029,9.999000099990002e-05,27.315256999994745,n_pairs=29; n_pairs_dropped_var_floor=0; p_report=0.2029; p_holm_perm=0.005799; p_holm_asymptotic=0.0007143,0.6086391360863913,0.26084534403702486,False,False,False,True
nhis2023,NHIS 2023,True,5423,0.1117462659044809,4,m20,n >= 20,10000.0,independent,42,0.05,permutation_null,no_flag,max-min AUROC gap,0.1290037831021437,0.7557244275572442,False,0.7557,9.999000099990002e-05,45.25400329998229,B=10000; scheme=independent; p_report=0.7557; null_p95=0.3457; null_mean=0.1876,1.0,0.8501899810018998,False,False,False,True
nhis2023,NHIS 2023,True,5423,0.1117462659044809,4,m30,n >= 30 (published default),10000.0,independent,42,0.05,diciccio2020,no_flag,max |T| (studentized),4.21815401486509,0.2028797120287971,False,0.2029,9.999000099990002e-05,27.315256999994745,n_pairs=29; n_pairs_dropped_var_floor=0; p_report=0.2029; p_holm_perm=0.005799; p_holm_asymptotic=0.0007143,0.6086391360863913,0.26084534403702486,False,False,False,True
nhis2023,NHIS 2023,True,5423,0.1117462659044809,4,m30,n >= 30 (published default),10000.0,independent,42,0.05,permutation_null,no_flag,max-min AUROC gap,0.1290037831021437,0.7557244275572442,False,0.7557,9.999000099990002e-05,45.25400329998229,B=10000; scheme=independent; p_report=0.7557; null_p95=0.3457; null_mean=0.1876,1.0,0.8501899810018998,False,False,False,True
nhis2023,NHIS 2023,True,5423,0.1117462659044809,4,m50,n >= 50,10000.0,independent,42,0.05,diciccio2020,no_flag,max |T| (studentized),4.21815401486509,0.0586941305869413,False,0.0587,9.999000099990002e-05,27.315256999994745,n_pairs=18; n_pairs_dropped_var_floor=0; p_report=0.0587; p_holm_perm=0.0036; p_holm_asymptotic=0.0004434,0.1760823917608239,0.07546388218321025,False,False,False,True
nhis2023,NHIS 2023,True,5423,0.1117462659044809,4,m50,n >= 50,10000.0,independent,42,0.05,permutation_null,no_flag,max-min AUROC gap,0.1280132462576686,0.223977602239776,False,0.2240,9.999000099990002e-05,45.25400329998229,B=10000; scheme=independent; p_report=0.2240; null_p95=0.1841; null_mean=0.1012,0.9017098290170982,0.335966403359664,False,False,False,True
nhis2023,NHIS 2023,True,5423,0.1117462659044809,4,m100,n >= 100,10000.0,independent,42,0.05,diciccio2020,flag,max |T| (studentized),4.21815401486509,0.0185981401859814,False,0.0186,9.999000099990002e-05,27.315256999994745,n_pairs=14; n_pairs_dropped_var_floor=0; p_report=0.0186; p_holm_perm=0.0028; p_holm_asymptotic=0.0003448,0.065993400659934,0.0247975202479752,True,False,True,True
nhis2023,NHIS 2023,True,5423,0.1117462659044809,4,m100,n >= 100,10000.0,independent,42,0.05,permutation_null,flag,max-min AUROC gap,0.1280132462576686,0.0187981201879812,False,0.0188,9.999000099990002e-05,45.25400329998229,B=10000; scheme=independent; p_report=0.0188; null_p95=0.1123; null_mean=0.0677,0.11278872112788721,0.0501283205012832,True,False,False,True
nhis2023,NHIS 2023,True,5423,0.1117462659044809,4,ev10,n_pos >= 10 and n_neg >= 10,10000.0,independent,42,0.05,diciccio2020,flag,max |T| (studentized),4.21815401486509,0.0185981401859814,False,0.0186,9.999000099990002e-05,27.315256999994745,n_pairs=14; n_pairs_dropped_var_floor=0; p_report=0.0186; p_holm_perm=0.0028; p_holm_asymptotic=0.0003448,0.0743925607439256,0.0278972102789721,True,False,True,True
nhis2023,NHIS 2023,True,5423,0.1117462659044809,4,ev10,n_pos >= 10 and n_neg >= 10,10000.0,independent,42,0.05,permutation_null,flag,max-min AUROC gap,0.1280132462576686,0.0187981201879812,False,0.0188,9.999000099990002e-05,45.25400329998229,B=10000; scheme=independent; p_report=0.0188; null_p95=0.1123; null_mean=0.0677,0.1503849615038496,0.083991600839916,True,False,False,True
nhis2024,NHIS 2024,True,1950,0.0748717948717948,5,m20,n >= 20,10000.0,independent,42,0.05,diciccio2020,flag,max |T| (studentized),7.721367123162472,0.0400959904009599,False,0.0401,9.999000099990002e-05,20.898763199991663,n_pairs=33; n_pairs_dropped_var_floor=0; p_report=0.0401; p_holm_perm=0.0462; p_holm_asymptotic=3.798e-13,0.1603839616038396,0.06014398560143985,True,False,False,True
nhis2024,NHIS 2024,True,1950,0.0748717948717948,5,m20,n >= 20,10000.0,independent,42,0.05,permutation_null,no_flag,max-min AUROC gap,0.3279162152401589,0.084991500849915,False,0.0850,9.999000099990002e-05,32.07850860001054,B=10000; scheme=independent; p_report=0.0850; null_p95=0.3643; null_mean=0.2113,0.594940505949405,0.25497450254974496,False,False,False,True
nhis2024,NHIS 2024,True,1950,0.0748717948717948,5,m30,n >= 30 (published default),10000.0,independent,42,0.05,diciccio2020,flag,max |T| (studentized),7.721367123162472,0.0400959904009599,False,0.0401,9.999000099990002e-05,20.898763199991663,n_pairs=33; n_pairs_dropped_var_floor=0; p_report=0.0401; p_holm_perm=0.0462; p_holm_asymptotic=3.798e-13,0.1603839616038396,0.06014398560143985,True,False,False,True
nhis2024,NHIS 2024,True,1950,0.0748717948717948,5,m30,n >= 30 (published default),10000.0,independent,42,0.05,permutation_null,no_flag,max-min AUROC gap,0.3279162152401589,0.084991500849915,False,0.0850,9.999000099990002e-05,32.07850860001054,B=10000; scheme=independent; p_report=0.0850; null_p95=0.3643; null_mean=0.2113,0.594940505949405,0.25497450254974496,False,False,False,True
nhis2024,NHIS 2024,True,1950,0.0748717948717948,5,m50,n >= 50,10000.0,independent,42,0.05,diciccio2020,flag,max |T| (studentized),7.721367123162472,0.0400959904009599,False,0.0401,9.999000099990002e-05,20.898763199991663,n_pairs=33; n_pairs_dropped_var_floor=0; p_report=0.0401; p_holm_perm=0.0462; p_holm_asymptotic=3.798e-13,0.1603839616038396,0.06014398560143985,True,False,False,True
nhis2024,NHIS 2024,True,1950,0.0748717948717948,5,m50,n >= 50,10000.0,independent,42,0.05,permutation_null,no_flag,max-min AUROC gap,0.3279162152401589,0.084991500849915,False,0.0850,9.999000099990002e-05,32.07850860001054,B=10000; scheme=independent; p_report=0.0850; null_p95=0.3643; null_mean=0.2113,0.594940505949405,0.25497450254974496,False,False,False,True
nhis2024,NHIS 2024,True,1950,0.0748717948717948,5,m100,n >= 100,10000.0,independent,42,0.05,diciccio2020,flag,max |T| (studentized),7.721367123162472,0.0164983501649835,False,0.0165,9.999000099990002e-05,20.898763199991663,n_pairs=30; n_pairs_dropped_var_floor=0; p_report=0.0165; p_holm_perm=0.042; p_holm_asymptotic=3.453e-13,0.065993400659934,0.0247975202479752,True,False,True,True
nhis2024,NHIS 2024,True,1950,0.0748717948717948,5,m100,n >= 100,10000.0,independent,42,0.05,permutation_null,no_flag,max-min AUROC gap,0.3279162152401589,0.058994100589941,False,0.0590,9.999000099990002e-05,32.07850860001054,B=10000; scheme=independent; p_report=0.0590; null_p95=0.3393; null_mean=0.1930,0.2574742525747425,0.0943905609439056,False,False,False,True
