geometry,description,null_family,n,prevalence,n_partitions,max_levels,min_level_frac,composite_null,case_mix_null,monotone_transform,true_auc,true_auc_min,true_auc_max,true_auc_gap,flag_means,rule,n_sims,n_perm,alpha,seed,geometry_seed_word,pythonhashseed,geometry_wall_s,method,n_evaluable,n_not_evaluable,n_flag,type1_rate,type1_mc_se,has_nominal_level,nominal_level_note,mean_runtime_per_dataset_s
composite_5part,"5 partitions, composite shift on the first -- maximum over-partition pressure under the composite null",composite,2000,0.2,5,4,0.1,True,False,power,0.75,0.75,0.75,0.0,false positive (all true subgroup AUROC equal),m30,1000,999,0.05,42,270047690,0,3248.951549899997,lum2022_cochranQ,1000,0,54,0.054,0.007147307185227175,True,"Holm over partitions of Cochran's Q, < alpha",0.006275640099906013
composite_5part,"5 partitions, composite shift on the first -- maximum over-partition pressure under the composite null",composite,2000,0.2,5,4,0.1,True,False,power,0.75,0.75,0.75,0.0,false positive (all true subgroup AUROC equal),m30,1000,999,0.05,42,270047690,0,3248.951549899997,lum2022_bootstrapCI,1000,0,0,0.0,0.0,True,bootstrap lower bound on V_dc > 0 at one-sided level alpha/P (Bonferroni over P partitions); family-wise level alpha,0.006275640099906013
composite_5part,"5 partitions, composite shift on the first -- maximum over-partition pressure under the composite null",composite,2000,0.2,5,4,0.1,True,False,power,0.75,0.75,0.75,0.0,false positive (all true subgroup AUROC equal),ev10,1000,999,0.05,42,270047690,0,3249.0758156999946,permutation_null,1000,0,50,0.05,0.006892024376045111,True,max-statistic permutation p-value < alpha,1.5929023405998597
composite_5part,"5 partitions, composite shift on the first -- maximum over-partition pressure under the composite null",composite,2000,0.2,5,4,0.1,True,False,power,0.75,0.75,0.75,0.0,false positive (all true subgroup AUROC equal),ev10,1000,999,0.05,42,270047690,0,3249.0758156999946,diciccio2020,1000,0,44,0.044,0.006485676526007136,True,max-T permutation p-value < alpha,1.6453504838999216
composite_5part,"5 partitions, composite shift on the first -- maximum over-partition pressure under the composite null",composite,2000,0.2,5,4,0.1,True,False,power,0.75,0.75,0.75,0.0,false positive (all true subgroup AUROC equal),ev10,1000,999,0.05,42,270047690,0,3249.0758156999946,lum2022,1000,0,168,0.168,0.011822690049223147,True,"Holm over partitions of the one-sided z-test, < alpha",0.0062152873997838465
composite_5part,"5 partitions, composite shift on the first -- maximum over-partition pressure under the composite null",composite,2000,0.2,5,4,0.1,True,False,power,0.75,0.75,0.75,0.0,false positive (all true subgroup AUROC equal),ev10,1000,999,0.05,42,270047690,0,3249.0758156999946,four_fifths,1000,0,34,0.034,0.005730968504537431,False,"deterministic rule, no nominal level",0.0015911062997911358
composite_5part,"5 partitions, composite shift on the first -- maximum over-partition pressure under the composite null",composite,2000,0.2,5,4,0.1,True,False,power,0.75,0.75,0.75,0.0,false positive (all true subgroup AUROC equal),ev10,1000,999,0.05,42,270047690,0,3249.0758156999946,fixed_threshold_005,1000,0,960,0.96,0.00619677335393187,False,"deterministic rule, no nominal level",0.0015238983000162988
composite_5part,"5 partitions, composite shift on the first -- maximum over-partition pressure under the composite null",composite,2000,0.2,5,4,0.1,True,False,power,0.75,0.75,0.75,0.0,false positive (all true subgroup AUROC equal),ev10,1000,999,0.05,42,270047690,0,3249.0758156999946,lum2022_cochranQ,1000,0,54,0.054,0.007147307185227175,True,"Holm over partitions of Cochran's Q, < alpha",0.0062152873997838465
composite_5part,"5 partitions, composite shift on the first -- maximum over-partition pressure under the composite null",composite,2000,0.2,5,4,0.1,True,False,power,0.75,0.75,0.75,0.0,false positive (all true subgroup AUROC equal),ev10,1000,999,0.05,42,270047690,0,3249.0758156999946,lum2022_bootstrapCI,1000,0,0,0.0,0.0,True,bootstrap lower bound on V_dc > 0 at one-sided level alpha/P (Bonferroni over P partitions); family-wise level alpha,0.0062152873997838465
composite_logit_5part,5 partitions with a logistic monotone map on the first -- coupling and transform family varied together,composite,2000,0.2,5,4,0.1,True,False,logit_scale,0.75,0.75,0.75,0.0,false positive (all true subgroup AUROC equal),m30,1000,999,0.05,42,803424813,0,3227.395717899999,permutation_null,1000,0,48,0.048,0.006759881655768835,True,max-statistic permutation p-value < alpha,1.581573373499763
composite_logit_5part,5 partitions with a logistic monotone map on the first -- coupling and transform family varied together,composite,2000,0.2,5,4,0.1,True,False,logit_scale,0.75,0.75,0.75,0.0,false positive (all true subgroup AUROC equal),m30,1000,999,0.05,42,803424813,0,3227.395717899999,diciccio2020,1000,0,53,0.053,0.00708456067798138,True,max-T permutation p-value < alpha,1.6349994510001997
composite_logit_5part,5 partitions with a logistic monotone map on the first -- coupling and transform family varied together,composite,2000,0.2,5,4,0.1,True,False,logit_scale,0.75,0.75,0.75,0.0,false positive (all true subgroup AUROC equal),m30,1000,999,0.05,42,803424813,0,3227.395717899999,lum2022,1000,0,165,0.165,0.011737759581794134,True,"Holm over partitions of the one-sided z-test, < alpha",0.006225064499973087
composite_logit_5part,5 partitions with a logistic monotone map on the first -- coupling and transform family varied together,composite,2000,0.2,5,4,0.1,True,False,logit_scale,0.75,0.75,0.75,0.0,false positive (all true subgroup AUROC equal),m30,1000,999,0.05,42,803424813,0,3227.395717899999,four_fifths,1000,0,5,0.005,0.0022304708023195463,False,"deterministic rule, no nominal level",0.0015771338998602006
composite_logit_5part,5 partitions with a logistic monotone map on the first -- coupling and transform family varied together,composite,2000,0.2,5,4,0.1,True,False,logit_scale,0.75,0.75,0.75,0.0,false positive (all true subgroup AUROC equal),m30,1000,999,0.05,42,803424813,0,3227.395717899999,fixed_threshold_005,1000,0,915,0.915,0.008819013550278736,False,"deterministic rule, no nominal level",0.001507148900112952
composite_logit_5part,5 partitions with a logistic monotone map on the first -- coupling and transform family varied together,composite,2000,0.2,5,4,0.1,True,False,logit_scale,0.75,0.75,0.75,0.0,false positive (all true subgroup AUROC equal),m30,1000,999,0.05,42,803424813,0,3227.395717899999,lum2022_cochranQ,1000,0,51,0.051,0.00695693898205238,True,"Holm over partitions of Cochran's Q, < alpha",0.006225064499973087
composite_logit_5part,5 partitions with a logistic monotone map on the first -- coupling and transform family varied together,composite,2000,0.2,5,4,0.1,True,False,logit_scale,0.75,0.75,0.75,0.0,false positive (all true subgroup AUROC equal),m30,1000,999,0.05,42,803424813,0,3227.395717899999,lum2022_bootstrapCI,1000,0,0,0.0,0.0,True,bootstrap lower bound on V_dc > 0 at one-sided level alpha/P (Bonferroni over P partitions); family-wise level alpha,0.006225064499973087
composite_logit_5part,5 partitions with a logistic monotone map on the first -- coupling and transform family varied together,composite,2000,0.2,5,4,0.1,True,False,logit_scale,0.75,0.75,0.75,0.0,false positive (all true subgroup AUROC equal),ev10,1000,999,0.05,42,803424813,0,3263.1331243000022,permutation_null,1000,0,48,0.048,0.006759881655768835,True,max-statistic permutation p-value < alpha,1.6011918093999267
composite_logit_5part,5 partitions with a logistic monotone map on the first -- coupling and transform family varied together,composite,2000,0.2,5,4,0.1,True,False,logit_scale,0.75,0.75,0.75,0.0,false positive (all true subgroup AUROC equal),ev10,1000,999,0.05,42,803424813,0,3263.1331243000022,diciccio2020,1000,0,53,0.053,0.00708456067798138,True,max-T permutation p-value < alpha,1.650933552800081
composite_logit_5part,5 partitions with a logistic monotone map on the first -- coupling and transform family varied together,composite,2000,0.2,5,4,0.1,True,False,logit_scale,0.75,0.75,0.75,0.0,false positive (all true subgroup AUROC equal),ev10,1000,999,0.05,42,803424813,0,3263.1331243000022,lum2022,1000,0,165,0.165,0.011737759581794134,True,"Holm over partitions of the one-sided z-test, < alpha",0.006309678099947633
composite_logit_5part,5 partitions with a logistic monotone map on the first -- coupling and transform family varied together,composite,2000,0.2,5,4,0.1,True,False,logit_scale,0.75,0.75,0.75,0.0,false positive (all true subgroup AUROC equal),ev10,1000,999,0.05,42,803424813,0,3263.1331243000022,four_fifths,1000,0,5,0.005,0.0022304708023195463,False,"deterministic rule, no nominal level",0.0016199091998569202
composite_logit_5part,5 partitions with a logistic monotone map on the first -- coupling and transform family varied together,composite,2000,0.2,5,4,0.1,True,False,logit_scale,0.75,0.75,0.75,0.0,false positive (all true subgroup AUROC equal),ev10,1000,999,0.05,42,803424813,0,3263.1331243000022,fixed_threshold_005,1000,0,915,0.915,0.008819013550278736,False,"deterministic rule, no nominal level",0.0015470396999153308
composite_logit_5part,5 partitions with a logistic monotone map on the first -- coupling and transform family varied together,composite,2000,0.2,5,4,0.1,True,False,logit_scale,0.75,0.75,0.75,0.0,false positive (all true subgroup AUROC equal),ev10,1000,999,0.05,42,803424813,0,3263.1331243000022,lum2022_cochranQ,1000,0,51,0.051,0.00695693898205238,True,"Holm over partitions of Cochran's Q, < alpha",0.006309678099947633
composite_logit_5part,5 partitions with a logistic monotone map on the first -- coupling and transform family varied together,composite,2000,0.2,5,4,0.1,True,False,logit_scale,0.75,0.75,0.75,0.0,false positive (all true subgroup AUROC equal),ev10,1000,999,0.05,42,803424813,0,3263.1331243000022,lum2022_bootstrapCI,1000,0,0,0.0,0.0,True,bootstrap lower bound on V_dc > 0 at one-sided level alpha/P (Bonferroni over P partitions); family-wise level alpha,0.006309678099947633
composite_n10000,"composite shift at n=10,000 -- the asymptotic end",composite,10000,0.2,1,4,0.25,True,False,power,0.75,0.75,0.75,0.0,false positive (all true subgroup AUROC equal),m30,1000,999,0.05,42,404414131,0,2138.916689299993,permutation_null,1000,0,29,0.029,0.005306505441436953,True,max-statistic permutation p-value < alpha,1.0496610486000864
composite_n10000,"composite shift at n=10,000 -- the asymptotic end",composite,10000,0.2,1,4,0.25,True,False,power,0.75,0.75,0.75,0.0,false positive (all true subgroup AUROC equal),m30,1000,999,0.05,42,404414131,0,2138.916689299993,diciccio2020,1000,0,59,0.059,0.007451107300260815,True,max-T permutation p-value < alpha,1.082140379099801
composite_n10000,"composite shift at n=10,000 -- the asymptotic end",composite,10000,0.2,1,4,0.25,True,False,power,0.75,0.75,0.75,0.0,false positive (all true subgroup AUROC equal),m30,1000,999,0.05,42,404414131,0,2138.916689299993,lum2022,1000,0,78,0.078,0.008480330182251162,True,"Holm over partitions of the one-sided z-test, < alpha",0.0019598394996282876
composite_n10000,"composite shift at n=10,000 -- the asymptotic end",composite,10000,0.2,1,4,0.25,True,False,power,0.75,0.75,0.75,0.0,false positive (all true subgroup AUROC equal),m30,1000,999,0.05,42,404414131,0,2138.916689299993,four_fifths,1000,0,0,0.0,0.0,False,"deterministic rule, no nominal level",0.000810003300124663
composite_n10000,"composite shift at n=10,000 -- the asymptotic end",composite,10000,0.2,1,4,0.25,True,False,power,0.75,0.75,0.75,0.0,false positive (all true subgroup AUROC equal),m30,1000,999,0.05,42,404414131,0,2138.916689299993,fixed_threshold_005,1000,0,31,0.031,0.0054807846153630225,False,"deterministic rule, no nominal level",0.0007788503002375364
composite_n10000,"composite shift at n=10,000 -- the asymptotic end",composite,10000,0.2,1,4,0.25,True,False,power,0.75,0.75,0.75,0.0,false positive (all true subgroup AUROC equal),m30,1000,999,0.05,42,404414131,0,2138.916689299993,lum2022_cochranQ,1000,0,57,0.057,0.007331507348424334,True,"Holm over partitions of Cochran's Q, < alpha",0.0019598394996282876
composite_n10000,"composite shift at n=10,000 -- the asymptotic end",composite,10000,0.2,1,4,0.25,True,False,power,0.75,0.75,0.75,0.0,false positive (all true subgroup AUROC equal),m30,1000,999,0.05,42,404414131,0,2138.916689299993,lum2022_bootstrapCI,1000,0,0,0.0,0.0,True,bootstrap lower bound on V_dc > 0 at one-sided level alpha/P (Bonferroni over P partitions); family-wise level alpha,0.0019598394996282876
composite_n10000,"composite shift at n=10,000 -- the asymptotic end",composite,10000,0.2,1,4,0.25,True,False,power,0.75,0.75,0.75,0.0,false positive (all true subgroup AUROC equal),ev10,1000,999,0.05,42,404414131,0,2137.1406948000076,permutation_null,1000,0,29,0.029,0.005306505441436953,True,max-statistic permutation p-value < alpha,1.0475731037002551
composite_n10000,"composite shift at n=10,000 -- the asymptotic end",composite,10000,0.2,1,4,0.25,True,False,power,0.75,0.75,0.75,0.0,false positive (all true subgroup AUROC equal),ev10,1000,999,0.05,42,404414131,0,2137.1406948000076,diciccio2020,1000,0,59,0.059,0.007451107300260815,True,max-T permutation p-value < alpha,1.082464456299931
composite_n10000,"composite shift at n=10,000 -- the asymptotic end",composite,10000,0.2,1,4,0.25,True,False,power,0.75,0.75,0.75,0.0,false positive (all true subgroup AUROC equal),ev10,1000,999,0.05,42,404414131,0,2137.1406948000076,lum2022,1000,0,78,0.078,0.008480330182251162,True,"Holm over partitions of the one-sided z-test, < alpha",0.0019448216999153373
composite_n10000,"composite shift at n=10,000 -- the asymptotic end",composite,10000,0.2,1,4,0.25,True,False,power,0.75,0.75,0.75,0.0,false positive (all true subgroup AUROC equal),ev10,1000,999,0.05,42,404414131,0,2137.1406948000076,four_fifths,1000,0,0,0.0,0.0,False,"deterministic rule, no nominal level",0.0008129595996579155
composite_n10000,"composite shift at n=10,000 -- the asymptotic end",composite,10000,0.2,1,4,0.25,True,False,power,0.75,0.75,0.75,0.0,false positive (all true subgroup AUROC equal),ev10,1000,999,0.05,42,404414131,0,2137.1406948000076,fixed_threshold_005,1000,0,31,0.031,0.0054807846153630225,False,"deterministic rule, no nominal level",0.0007850970000872621
composite_n10000,"composite shift at n=10,000 -- the asymptotic end",composite,10000,0.2,1,4,0.25,True,False,power,0.75,0.75,0.75,0.0,false positive (all true subgroup AUROC equal),ev10,1000,999,0.05,42,404414131,0,2137.1406948000076,lum2022_cochranQ,1000,0,57,0.057,0.007331507348424334,True,"Holm over partitions of Cochran's Q, < alpha",0.0019448216999153373
composite_n10000,"composite shift at n=10,000 -- the asymptotic end",composite,10000,0.2,1,4,0.25,True,False,power,0.75,0.75,0.75,0.0,false positive (all true subgroup AUROC equal),ev10,1000,999,0.05,42,404414131,0,2137.1406948000076,lum2022_bootstrapCI,1000,0,0,0.0,0.0,True,bootstrap lower bound on V_dc > 0 at one-sided level alpha/P (Bonferroni over P partitions); family-wise level alpha,0.0019448216999153373
casemix_moderate_3_n10000,"moderate case-mix at n=10,000 -- the same true gap of 0.123 with five times the data",case_mix,10000,0.2,1,3,0.3333333333333333,False,True,,0.7450199748142193,0.6836569796447892,0.8066428824291186,0.12298590278432942,false alarm about fairness (true subgroup AUROC unequal by case mix; model is the exact DGP),m30,1000,999,0.05,42,241324193,0,1955.4334619,permutation_null,1000,0,1000,1.0,0.0,True,max-statistic permutation p-value < alpha,0.9601113690000784
casemix_moderate_3_n10000,"moderate case-mix at n=10,000 -- the same true gap of 0.123 with five times the data",case_mix,10000,0.2,1,3,0.3333333333333333,False,True,,0.7450199748142193,0.6836569796447892,0.8066428824291186,0.12298590278432942,false alarm about fairness (true subgroup AUROC unequal by case mix; model is the exact DGP),m30,1000,999,0.05,42,241324193,0,1955.4334619,diciccio2020,1000,0,1000,1.0,0.0,True,max-T permutation p-value < alpha,0.9869801271996985
casemix_moderate_3_n10000,"moderate case-mix at n=10,000 -- the same true gap of 0.123 with five times the data",case_mix,10000,0.2,1,3,0.3333333333333333,False,True,,0.7450199748142193,0.6836569796447892,0.8066428824291186,0.12298590278432942,false alarm about fairness (true subgroup AUROC unequal by case mix; model is the exact DGP),m30,1000,999,0.05,42,241324193,0,1955.4334619,lum2022,1000,0,1000,1.0,0.0,True,"Holm over partitions of the one-sided z-test, < alpha",0.0018569522999314358
casemix_moderate_3_n10000,"moderate case-mix at n=10,000 -- the same true gap of 0.123 with five times the data",case_mix,10000,0.2,1,3,0.3333333333333333,False,True,,0.7450199748142193,0.6836569796447892,0.8066428824291186,0.12298590278432942,false alarm about fairness (true subgroup AUROC unequal by case mix; model is the exact DGP),m30,1000,999,0.05,42,241324193,0,1955.4334619,four_fifths,1000,0,6,0.006,0.002442130217658346,False,"deterministic rule, no nominal level",0.0007407907000451814
casemix_moderate_3_n10000,"moderate case-mix at n=10,000 -- the same true gap of 0.123 with five times the data",case_mix,10000,0.2,1,3,0.3333333333333333,False,True,,0.7450199748142193,0.6836569796447892,0.8066428824291186,0.12298590278432942,false alarm about fairness (true subgroup AUROC unequal by case mix; model is the exact DGP),m30,1000,999,0.05,42,241324193,0,1955.4334619,fixed_threshold_005,1000,0,1000,1.0,0.0,False,"deterministic rule, no nominal level",0.0007073566000326537
casemix_moderate_3_n10000,"moderate case-mix at n=10,000 -- the same true gap of 0.123 with five times the data",case_mix,10000,0.2,1,3,0.3333333333333333,False,True,,0.7450199748142193,0.6836569796447892,0.8066428824291186,0.12298590278432942,false alarm about fairness (true subgroup AUROC unequal by case mix; model is the exact DGP),m30,1000,999,0.05,42,241324193,0,1955.4334619,lum2022_cochranQ,1000,0,1000,1.0,0.0,True,"Holm over partitions of Cochran's Q, < alpha",0.0018569522999314358
casemix_moderate_3_n10000,"moderate case-mix at n=10,000 -- the same true gap of 0.123 with five times the data",case_mix,10000,0.2,1,3,0.3333333333333333,False,True,,0.7450199748142193,0.6836569796447892,0.8066428824291186,0.12298590278432942,false alarm about fairness (true subgroup AUROC unequal by case mix; model is the exact DGP),m30,1000,999,0.05,42,241324193,0,1955.4334619,lum2022_bootstrapCI,1000,0,972,0.972,0.005216895628628201,True,bootstrap lower bound on V_dc > 0 at one-sided level alpha/P (Bonferroni over P partitions); family-wise level alpha,0.0018569522999314358
casemix_moderate_3_n10000,"moderate case-mix at n=10,000 -- the same true gap of 0.123 with five times the data",case_mix,10000,0.2,1,3,0.3333333333333333,False,True,,0.7450199748142193,0.6836569796447892,0.8066428824291186,0.12298590278432942,false alarm about fairness (true subgroup AUROC unequal by case mix; model is the exact DGP),ev10,1000,999,0.05,42,241324193,0,1945.2818903000007,permutation_null,1000,0,1000,1.0,0.0,True,max-statistic permutation p-value < alpha,0.9571254631002084
casemix_moderate_3_n10000,"moderate case-mix at n=10,000 -- the same true gap of 0.123 with five times the data",case_mix,10000,0.2,1,3,0.3333333333333333,False,True,,0.7450199748142193,0.6836569796447892,0.8066428824291186,0.12298590278432942,false alarm about fairness (true subgroup AUROC unequal by case mix; model is the exact DGP),ev10,1000,999,0.05,42,241324193,0,1945.2818903000007,diciccio2020,1000,0,1000,1.0,0.0,True,max-T permutation p-value < alpha,0.9799363151001599
casemix_moderate_3_n10000,"moderate case-mix at n=10,000 -- the same true gap of 0.123 with five times the data",case_mix,10000,0.2,1,3,0.3333333333333333,False,True,,0.7450199748142193,0.6836569796447892,0.8066428824291186,0.12298590278432942,false alarm about fairness (true subgroup AUROC unequal by case mix; model is the exact DGP),ev10,1000,999,0.05,42,241324193,0,1945.2818903000007,lum2022,1000,0,1000,1.0,0.0,True,"Holm over partitions of the one-sided z-test, < alpha",0.001856426100275712
casemix_moderate_3_n10000,"moderate case-mix at n=10,000 -- the same true gap of 0.123 with five times the data",case_mix,10000,0.2,1,3,0.3333333333333333,False,True,,0.7450199748142193,0.6836569796447892,0.8066428824291186,0.12298590278432942,false alarm about fairness (true subgroup AUROC unequal by case mix; model is the exact DGP),ev10,1000,999,0.05,42,241324193,0,1945.2818903000007,four_fifths,1000,0,6,0.006,0.002442130217658346,False,"deterministic rule, no nominal level",0.0007322117003786843
casemix_moderate_3_n10000,"moderate case-mix at n=10,000 -- the same true gap of 0.123 with five times the data",case_mix,10000,0.2,1,3,0.3333333333333333,False,True,,0.7450199748142193,0.6836569796447892,0.8066428824291186,0.12298590278432942,false alarm about fairness (true subgroup AUROC unequal by case mix; model is the exact DGP),ev10,1000,999,0.05,42,241324193,0,1945.2818903000007,fixed_threshold_005,1000,0,1000,1.0,0.0,False,"deterministic rule, no nominal level",0.0006986802003666525
casemix_moderate_3_n10000,"moderate case-mix at n=10,000 -- the same true gap of 0.123 with five times the data",case_mix,10000,0.2,1,3,0.3333333333333333,False,True,,0.7450199748142193,0.6836569796447892,0.8066428824291186,0.12298590278432942,false alarm about fairness (true subgroup AUROC unequal by case mix; model is the exact DGP),ev10,1000,999,0.05,42,241324193,0,1945.2818903000007,lum2022_cochranQ,1000,0,1000,1.0,0.0,True,"Holm over partitions of Cochran's Q, < alpha",0.001856426100275712
casemix_moderate_3_n10000,"moderate case-mix at n=10,000 -- the same true gap of 0.123 with five times the data",case_mix,10000,0.2,1,3,0.3333333333333333,False,True,,0.7450199748142193,0.6836569796447892,0.8066428824291186,0.12298590278432942,false alarm about fairness (true subgroup AUROC unequal by case mix; model is the exact DGP),ev10,1000,999,0.05,42,241324193,0,1945.2818903000007,lum2022_bootstrapCI,1000,0,972,0.972,0.005216895628628201,True,bootstrap lower bound on V_dc > 0 at one-sided level alpha/P (Bonferroni over P partitions); family-wise level alpha,0.001856426100275712
